id,timestamp,target_embedding,source_params,model,seed,model_dims,num_heads,num_layers,dim_feedforward,dropout,activation,norm_type,pos_encoding,pooling,use_cls_token,lr,weight_decay,batch_size,optimizer,momentum_sgd,norm,input_dim,max_seq_len,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20251221_020302,baseline_31steps_mean.csv,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,31,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12946,2.01823,0.54545,0.50396,"[0.59574, 0.4, 0.51613]",666,0.55739,1.80578,0.59091,0.59217,"[0.48485, 0.625, 0.66667]",236,COMPLETED,152.286
2,20251221_020302,gaitgl_64steps_mean.csv,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,64,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12071,1.68582,0.43182,0.31343,"[0.55319, 0.0, 0.3871]",81,0.18844,1.68985,0.56818,0.53454,"[0.58824, 0.4, 0.61538]",61,COMPLETED,26.631
3,20251221_020302,gaitpart_16steps_mean.csv,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,16,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.17862,1.83486,0.56818,0.4742,"[0.65116, 0.2, 0.57143]",980,0.71292,1.20354,0.65909,0.6411,"[0.72727, 0.61538, 0.58065]",276,STOPPED,195.671
4,20251221_020302,gaitset_62steps_mean.csv,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,62,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1171,2.84618,0.31818,0.28118,"[0.27778, 0.13333, 0.43243]",832,0.72803,1.59008,0.45455,0.44364,"[0.44444, 0.4, 0.48649]",234,COMPLETED,227.127
5,20251221_020302,gln_93steps_mean.csv,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,93,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13688,2.38275,0.45455,0.31979,"[0.59574, 0.0, 0.36364]",501,0.58873,1.60496,0.47727,0.41789,"[0.58333, 0.28571, 0.38462]",149,COMPLETED,185.41

6,20251221_020302,baseline_31steps_mean.csv,Preset_2,Transformer,42,"[256, 384, 512]",16,3,768,0.1,gelu,prenorm,learned,cls,True,0.0001,1e-06,80,AdamW,0.0,L2,256,31,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.1058,1.09277,0.47727,0.21538,"[0.64615, 0.0, 0.0]",159,1.1058,1.09277,0.47727,0.21538,"[0.64615, 0.0, 0.0]",159,STOPPED,23.137
7,20251221_020302,gaitgl_64steps_mean.csv,Preset_2,Transformer,42,"[256, 384, 512]",16,3,768,0.1,gelu,prenorm,learned,cls,True,0.0001,1e-06,80,AdamW,0.0,L2,256,64,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13163,2.7827,0.40909,0.3126,"[0.55319, 0.0, 0.38462]",1143,0.34759,2.50299,0.47727,0.403,"[0.63636, 0.11111, 0.46154]",861,COMPLETED,285.702
8,20251221_020302,gaitpart_16steps_mean.csv,Preset_2,Transformer,42,"[256, 384, 512]",16,3,768,0.1,gelu,prenorm,learned,cls,True,0.0001,1e-06,80,AdamW,0.0,L2,256,16,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.11264,1.13182,0.15909,0.0915,"[0.0, 0.27451, 0.0]",134,1.11264,1.13182,0.15909,0.0915,"[0.0, 0.27451, 0.0]",134,STOPPED,16.458
9,20251221_020302,gaitset_62steps_mean.csv,Preset_2,Transformer,42,"[256, 384, 512]",16,3,768,0.1,gelu,prenorm,learned,cls,True,0.0001,1e-06,80,AdamW,0.0,L2,256,62,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.1092,1.14979,0.15909,0.0915,"[0.0, 0.27451, 0.0]",134,1.1092,1.14979,0.15909,0.0915,"[0.0, 0.27451, 0.0]",134,STOPPED,31.043
